,CPU,throughput
757,1.0,2226.59
758,1.0,2248.34
759,1.0,2224.71
760,1.0,2269.91
761,1.0,2220.38
762,1.0,2241.99
763,1.0,2248.31
764,1.0,2227.22
765,1.0,2246.52
766,1.0,2236.81
767,1.0,2273.01
768,1.0,2252.86
769,1.0,2250.76
770,1.0,2287.45
771,1.0,2239.0
772,1.0,2226.24
773,1.0,2232.73
774,1.0,2228.13
775,1.0,2242.24
776,1.0,2238.84
777,1.0,2240.93
778,1.0,2269.11
779,1.0,2257.6
780,1.0,2286.8
781,1.0,2250.03
782,1.0,2283.21
783,1.0,2256.43
784,1.0,2264.13
785,1.0,2230.61
786,1.0,2229.08
787,1.0,2240.88
788,1.0,2275.12
789,1.0,2236.62
790,1.0,2252.67
791,1.0,2237.04
792,1.0,2248.89
793,1.0,2284.04
794,1.0,2220.96
795,1.0,2252.69
796,1.0,2257.38
797,1.0,2228.03
798,1.0,2219.29
799,1.0,2260.47
